Number,Long Description (Family),Compatible Standard,Manufacturer,Material,Material Code,Long Description (Size),Short Description,Spec,Size,Line Number Tag,Design Std,Content Iso Symbol Definition,Design Pressure Factor,End Type,Engagement Length,Facing,Flange Std,Gasket Std,Port Unit,Nominal Diameter,X Coordinate (Port 1),Y Coordinate (Port 1),COP Elevation (Port 1),Pressure Class,Schedule,Status,Wall Thickness,Weight,Weight Unit,Required Spec,Insulation Thickness,Insulation Type,Service,Tag,Tie In Number,Shop/Field,DWG Number,PnPID,Item Code,Matching Pipe OD,Flange Thickness,Center of Gravity X,Center of Gravity Y,Center of Gravity Z,Tracing Type,Tracing Spec,Insulation Spec,Spool Number,Unit,Top of Pipe,Bottom of Pipe,Length,Valve Alignment,Valve Detail,Valve Body Type,Flow Dependent,Offset,Operator Type,Actuator Type,Actuator Height,Actuator Width,Control Valve,Valve Code,Normally,Failure,End Connections,Code
,"Gate Valve, Solid Wedge, 300 LB, FPT, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 1/2"" ND, 300 LB, FPT, ASME B16.10, 5 1/2"" LG, ASTM A216 GR WPB, HAND WHEEL, H=18"", W=9 3/4""",Gate Valve,CS300,"1/2""",6-P-1015,Solid Wedge,"SKEY=VTSC,TYPE=VALVE",,THDF,0.54,,,,in,0.5,8152.196729,3074,3.125,300,,New,,,,,,,,?-?,,SHOP,,32585,,0.84,,,,,,,,,,3.545,2.705,5.5,Inline,Continuous,Gate,False,,Manual,HandWheel,18,9.75,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 3"" ND, 300 LB, RF, ASME B16.10, 11 3/25"" LG, ASTM A216 GR WPB, HAND WHEEL, H=21 1/2"", W=11 3/4""",Gate Valve,CS300,"3""",6-P-1042,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,3,8088.5,1026.362,51.2735,300,,New,,,,,,,,?-?,,SHOP,,32610,,3.5,,,,,,,,,,53.0235,49.5235,11.12,Inline,Continuous,Gate,False,,Manual,HandWheel,21.5,11.75,,,,,,
,"PRESSURE RELIEF VALVE, SPRING LOADED, N, RF, API 526",API 526,,,,"PRESSURE RELIEF VALVE, SPRING LOADED, 4"" N 6"", 300-150 LB, RF, API 526","Pressure Relief Valve, Spring Loaded",CS300,"4""x6""",6-P-1019,N,"TYPE=INSTRUMENT-ANGLE,SKEY=RAFL",,FL,,RF,,,in,4,7680,3040,357.624224,300,,New,,,,,,,,?-?,,SHOP,,32647,,4.5,,,,,,,,,,359.874224,355.374224,,Angle,PressureRelief,Relief,True,False,,,,,False,,,,,
,"Gate Valve, Double Disc, 300 LB, RF, ASME B16.10, ASTM A 351 Gr CF8M, Hand Wheel",ASME B16.10,,CS,ASTM A 351 Gr CF8M,"GATE VALVE, DOUBLE DISC, 12"" ND, 300 LB, RF, ASME B16.10, 19 3/4"" LG, ASTM A 351 GR CF8M, HAND WHEEL, H=59 1/4"", W=31 1/2""",Gate Valve,CS300,"12""",P1003,Double Disc,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,12,8141.75,594.726944,396,300,,New,,,,,,,,?-?,,SHOP,,32649,,12.75,,,,,,,,,,402.375,389.625,19.75,Inline,Continuous,Gate,False,,Manual,HandWheel,59.25,31.5,,,,,,
,"Check Valve, Swing, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB",ASME B16.10,,CS,ASTM A216 Gr WPB,"CHECK VALVE, SWING, 6"" ND, 300 LB, RF, ASME B16.10, 17 1/2"" LG, ASTM A216 GR WPB",Check Valve,CS300,"6""",6-P-1034,Swing,"SKEY=VCFL,TYPE=VALVE",,FL,0,RF,ASME B16.5,,in,6,7667.000005,577.0945,12,300,,New,,,,,,,,?-?,,SHOP,,32650,,6.625,,,,,,,,,,15.3125,8.6875,17.5,Inline,Continuous,Check,True,,,,,,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, FPT, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 1/2"" ND, 300 LB, FPT, ASME B16.10, 5 1/2"" LG, ASTM A216 GR WPB, HAND WHEEL, H=18"", W=9 3/4""",Gate Valve,CS300,"1/2""",6-P-1007,Solid Wedge,"SKEY=VTSC,TYPE=VALVE",,THDF,0.54,,,,in,0.5,8036.7816,1478.734391,145.3125,300,,New,,,,,,,P,?-?,,SHOP,,32665,,0.84,,,,,,,,,,145.7325,144.8925,5.5,Inline,Continuous,Gate,False,,Manual,HandWheel,18,9.75,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 8"" ND, 300 LB, RF, ASME B16.10, 16 1/2"" LG, ASTM A216 GR WPB, HAND WHEEL, H=43"", W=23 1/2""",Gate Valve,CS300,"8""",6-P-1022,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,8,8097.000005,770.431,28.412,300,,New,,,,,,,,?-?,,SHOP,,32775,,8.625,,,,,,,,,,32.7245,24.0995,16.5,Inline,Continuous,Gate,False,,Manual,HandWheel,43,23.5,,,,,,
,"Gate Valve, Double Disc, 300 LB, RF, ASME B16.10, ASTM A 351 Gr CF8M, Hand Wheel",ASME B16.10,,CS,ASTM A 351 Gr CF8M,"GATE VALVE, DOUBLE DISC, 4"" ND, 300 LB, RF, ASME B16.10, 12"" LG, ASTM A 351 GR CF8M, HAND WHEEL, H=27"", W=15 3/4""",Gate Valve,CS300,"4""",6-P-1033,Double Disc,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,4,8313.242684,2489.114266,504,300,,New,,,,,,,,?-?,,SHOP,,33013,,4.5,,,,,,,,,,506.25,501.75,12,Inline,Continuous,Gate,False,,Manual,HandWheel,27,15.75,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 4"" ND, 300 LB, RF, ASME B16.10, 12"" LG, ASTM A216 GR WPB, HAND WHEEL, H=27"", W=15 3/4""",Gate Valve,CS300,"4""",6-P-1026,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,4,7440.7145,516.5,173.974497,300,,New,,,,,,,,?-?,,SHOP,,33034,,4.5,,,,,,,,,,176.224497,171.724497,12,Inline,Continuous,Gate,False,,Manual,HandWheel,27,15.75,,,,,,
,"Gate Valve, Solid Wedge, 150 LB, SW, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 1"" ND, 150 LB, SW, ASME B16.10, 5"" LG, ASTM A216 GR WPB, HAND WHEEL, H=15"", W=8""",Gate Valve,CS150,"1""",6-P-1055,Solid Wedge,"SKEY=VTSW,TYPE=VALVE",,SW,0.5,,,,in,1,7858,367.93721,14.9375,150,,New,,,,,,,P,?-?,,SHOP,,33110,,1.315,,,,,,,,,,15.595,14.28,5,Inline,Continuous,Gate,False,,Manual,HandWheel,15,8,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 4"" ND, 300 LB, RF, ASME B16.10, 12"" LG, ASTM A216 GR WPB, HAND WHEEL, H=27"", W=15 3/4""",Gate Valve,CS300,"4""",6-P-1013,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,4,7689.9802,1036.9375,44.75,300,,New,,,,,,,,?-?,,SHOP,,33116,,4.5,,,,,,,,,,47,42.5,12,Inline,Continuous,Gate,False,,Manual,HandWheel,27,15.75,,,,,,
,"Butterfly Valve, Offset, 300 LB, WFR, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Lever",ASME B16.10,,CS,ASTM A216 Gr WPB,"BUTTERFLY VALVE, OFFSET, 10"" ND, 300 LB, WFR, RF, ASME B16.10, 3 1/4"" LG, ASTM A216 GR WPB, HAND LEVER, H=8 3/4"", W=14""",Butterfly Valve,CS300,"10""",6-P-1001,Offset,"SKEY=VYFL,TYPE=VALVE",,WF,0,RF,ASME B16.5,,in,10,7510.419172,1750.165215,151.816856,300,,New,,,,,,,P,?-?,,SHOP,,33199,,10.75,,,,,,,,,,157.191856,146.441856,3.25,Inline,Continuous,Butterfly,False,,Manual,HandLever,8.75,14,,,,,,
,"Check Valve, Swing, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB",ASME B16.10,,CS,ASTM A216 Gr WPB,"CHECK VALVE, SWING, 8"" ND, 300 LB, RF, ASME B16.10, 21"" LG, ASTM A216 GR WPB",Check Valve,CS300,"8""",6-P-1022,Swing,"SKEY=VCFL,TYPE=VALVE",,FL,0,RF,ASME B16.5,,in,8,8097.000005,807.9055,11.9375,300,,New,,,,,,,,?-?,,SHOP,,33229,,8.625,,,,,,,,,,16.25,7.625,21,Inline,Continuous,Check,True,,,,,,,,,,,
,"Check Valve, Swing, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB",ASME B16.10,,CS,ASTM A216 Gr WPB,"CHECK VALVE, SWING, 8"" ND, 300 LB, RF, ASME B16.10, 21"" LG, ASTM A216 GR WPB",Check Valve,CS300,"8""",6-P-1022,Swing,"SKEY=VCFL,TYPE=VALVE",,FL,0,RF,ASME B16.5,,in,8,8097.000005,687.9055,11.9375,300,,New,,,,,,,,?-?,,SHOP,,33289,,8.625,,,,,,,,,,16.25,7.625,21,Inline,Continuous,Check,True,,,,,,,,,,,
,"Gate Valve, Double Disc, 300 LB, RF, ASME B16.10, ASTM A 351 Gr CF8M, Hand Wheel",ASME B16.10,,CS,ASTM A 351 Gr CF8M,"GATE VALVE, DOUBLE DISC, 10"" ND, 300 LB, RF, ASME B16.10, 18"" LG, ASTM A 351 GR CF8M, HAND WHEEL, H=49"", W=23 13/25""",Gate Valve,CS300,"10""",6-P-1004,Double Disc,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,10,8162.682975,1537.124993,68.6525,300,,New,,,,,,,P,?-?,,SHOP,,33377,,10.75,,,,,,,,,,74.0275,63.2775,18,Inline,Continuous,Gate,False,,Manual,HandWheel,49,23.52,,,,,,
,"Gate Valve, Solid Wedge, 150 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 4"" ND, 150 LB, RF, ASME B16.10, 9"" LG, ASTM A216 GR WPB, HAND WHEEL, H=27"", W=11 3/4""",Gate Valve,CS150,"4""",6-P-1041,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,4,7858,1114.9375,47.168768,150,,New,,,,,,,,?-?,,SHOP,,33394,,4.5,,,,,,,,,,49.418768,44.918768,9,Inline,Continuous,Gate,False,,Manual,HandWheel,27,11.75,,,,,,
,"Butterfly Valve, Offset, 300 LB, WFR, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Lever",ASME B16.10,,CS,ASTM A216 Gr WPB,"BUTTERFLY VALVE, OFFSET, 4"" ND, 300 LB, WFR, RF, ASME B16.10, 2 3/25"" LG, ASTM A216 GR WPB, HAND LEVER, H=6 3/4"", W=10 1/2""",Butterfly Valve,CS300,"4""",6-P-1022,Offset,"SKEY=VYFL,TYPE=VALVE",,WF,0,RF,ASME B16.5,,in,4,8360,1287.015,626.0945,300,,New,,,,,,,,?-?,,SHOP,,33444,,4.5,,,,,,,,,,628.3445,623.8445,2.12,Inline,Continuous,Butterfly,False,,Manual,HandLever,6.75,10.5,,,,,,
,"Butterfly Valve, Offset, 300 LB, WFR, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Lever",ASME B16.10,,CS,ASTM A216 Gr WPB,"BUTTERFLY VALVE, OFFSET, 4"" ND, 300 LB, WFR, RF, ASME B16.10, 2 3/25"" LG, ASTM A216 GR WPB, HAND LEVER, H=6 3/4"", W=10 1/2""",Butterfly Valve,CS300,"4""",6-P-1031,Offset,"SKEY=VYFL,TYPE=VALVE",,WF,0,RF,ASME B16.5,,in,4,7384,1227.015,585.9055,300,,New,,,,,,,,?-?,,SHOP,,33716,,4.5,,,,,,,,,,588.1555,583.6555,2.12,Inline,Continuous,Butterfly,False,,Manual,HandLever,6.75,10.5,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 10"" ND, 300 LB, RF, ASME B16.10, 18"" LG, ASTM A216 GR WPB, HAND WHEEL, H=49"", W=23 13/25""",Gate Valve,CS300,"10""",P1003,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,10,7858,716.704462,63.8395,300,,New,,,,,,,,?-?,,SHOP,,33851,,10.75,,,,,,,,,,69.2145,58.4645,18,Inline,Continuous,Gate,False,,Manual,HandWheel,49,23.52,,,,,,
,"Butterfly Valve, Offset, 300 LB, WFR, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Lever",ASME B16.10,,CS,ASTM A216 Gr WPB,"BUTTERFLY VALVE, OFFSET, 4"" ND, 300 LB, WFR, RF, ASME B16.10, 2 3/25"" LG, ASTM A216 GR WPB, HAND LEVER, H=6 3/4"", W=10 1/2""",Butterfly Valve,CS300,"4""",6-P-1032,Offset,"SKEY=VYFL,TYPE=VALVE",,WF,0,RF,ASME B16.5,,in,4,7384,1287.015,626.0945,300,,New,,,,,,,,?-?,,SHOP,,33878,,4.5,,,,,,,,,,628.3445,623.8445,2.12,Inline,Continuous,Butterfly,False,,Manual,HandLever,6.75,10.5,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 4"" ND, 300 LB, RF, ASME B16.10, 12"" LG, ASTM A216 GR WPB, HAND WHEEL, H=27"", W=15 3/4""",Gate Valve,CS300,"4""",6-P-1038,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,4,7803.391598,2635.236458,49.481,300,,New,,,,,,,,?-?,,SHOP,,33899,,4.5,,,,,,,,,,51.731,47.231,12,Inline,Continuous,Gate,False,,Manual,HandWheel,27,15.75,,,,,,
,"Ball Valve, Long Pattern, 150 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Lever",ASME B16.10,,CS,ASTM A216 Gr WPB,"BALL VALVE, LONG PATTERN, 6"" ND, 150 LB, RF, ASME B16.10, 15 1/2"" LG, ASTM A216 GR WPB, HAND LEVER, H=7"", W=10 1/2""",Ball Valve,CS150,"6""",6-P-1020,Long Pattern,"SKEY=VBFL,TYPE=VALVE",,FL,,RF,,,in,6,7779.7479,2280,298.001927,150,,New,,,,,,,,?-?,,SHOP,,34046,,6.625,,,,,,,,,,301.314427,294.689427,15.5,Inline,Continuous,Ball,False,,Manual,HandLever,7,10.5,,,,,,
,"Butterfly Valve, Offset, 300 LB, LUG, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Lever",ASME B16.10,,CS,ASTM A216 Gr WPB,"BUTTERFLY VALVE, OFFSET, 4"" ND, 300 LB, LUG, RF, ASME B16.10, 2 3/25"" LG, ASTM A216 GR WPB, HAND LEVER, H=6 3/4"", W=10 1/2""",Butterfly Valve,CS300,"4""",6-P-1027,Offset,"SKEY=VYFL,TYPE=VALVE",,LUG,0,RF,ASME B16.5,,in,4,7384,567.015,626.0945,300,,New,,,,,,,,?-?,,SHOP,,34051,,4.5,,,,,,,,,,628.3445,623.8445,2.12,Inline,Continuous,Butterfly,False,,Manual,HandLever,6.75,10.5,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 4"" ND, 300 LB, RF, ASME B16.10, 12"" LG, ASTM A216 GR WPB, HAND WHEEL, H=27"", W=15 3/4""",Gate Valve,CS300,"4""",6-P-1053,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,4,7378.500005,395.5,40.439,300,,New,,,,,,,P,?-?,,SHOP,,34103,,4.5,,,,,,,,,,42.689,38.189,12,Inline,Continuous,Gate,False,,Manual,HandWheel,27,15.75,,,,,,
,"Butterfly Valve, Offset, 300 LB, LUG, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Lever",ASME B16.10,,CS,ASTM A216 Gr WPB,"BUTTERFLY VALVE, OFFSET, 4"" ND, 300 LB, LUG, RF, ASME B16.10, 2 3/25"" LG, ASTM A216 GR WPB, HAND LEVER, H=6 3/4"", W=10 1/2""",Butterfly Valve,CS300,"4""",6-P-1027,Offset,"SKEY=VYFL,TYPE=VALVE",,LUG,0,RF,ASME B16.5,,in,4,7384,387.015,626.0945,300,,New,,,,,,,,?-?,,SHOP,,34192,,4.5,,,,,,,,,,628.3445,623.8445,2.12,Inline,Continuous,Butterfly,False,,Manual,HandLever,6.75,10.5,,,,,,
,"Gate Valve, Solid Wedge, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 4"" ND, 300 LB, RF, ASME B16.10, 12"" LG, ASTM A216 GR WPB, HAND WHEEL, H=27"", W=15 3/4""",Gate Valve,CS300,"4""",6-P-1039,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,4,7746.391598,2815.236458,49.481,300,,New,,,,,,,,?-?,,SHOP,,34198,,4.5,,,,,,,,,,51.731,47.231,12,Inline,Continuous,Gate,False,,Manual,HandWheel,27,15.75,,,,,,
,"Gate Valve, Double Disc, 300 LB, RF, ASME B16.10, ASTM A 351 Gr CF8M, Hand Wheel",ASME B16.10,,CS,ASTM A 351 Gr CF8M,"GATE VALVE, DOUBLE DISC, 4"" ND, 300 LB, RF, ASME B16.10, 12"" LG, ASTM A 351 GR CF8M, HAND WHEEL, H=27"", W=15 3/4""",Gate Valve,CS300,"4""",6-P-1031,Double Disc,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,4,8047.365925,857.058875,318,300,,New,,,,,,,,?-?,,SHOP,,34238,,4.5,,,,,,,,,,320.25,315.75,12,Inline,Continuous,Gate,False,,Manual,HandWheel,27,15.75,,,,,,
,"Gate Valve, Solid Wedge, 150 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 8"" ND, 150 LB, RF, ASME B16.10, 11 1/2"" LG, ASTM A216 GR WPB, HAND WHEEL, H=42"", W=19 1/2""",Gate Valve,CS150,"8""",6-P-1037,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,8,8263.891598,3381.5,44.594499,150,,New,,,,,,,,?-?,,SHOP,,34249,,8.625,,,,,,,,,,48.906999,40.281999,11.5,Inline,Continuous,Gate,False,,Manual,HandWheel,42,19.5,,,,,,
,"Check Valve, Swing, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB",ASME B16.10,,CS,ASTM A216 Gr WPB,"CHECK VALVE, SWING, 4"" ND, 300 LB, RF, ASME B16.10, 14"" LG, ASTM A216 GR WPB",Check Valve,CS300,"4""",6-P-1053,Swing,"SKEY=VCFL,TYPE=VALVE",,FL,0,RF,ASME B16.5,,in,4,7378.500005,395.5,26.3445,300,,New,,,,,,,P,?-?,,SHOP,,34269,,4.5,,,,,,,,,,28.5945,24.0945,14,Inline,Continuous,Check,True,,,,,,,,,,,
,"Check Valve, Swing, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB",ASME B16.10,,CS,ASTM A216 Gr WPB,"CHECK VALVE, SWING, 3"" ND, 300 LB, RF, ASME B16.10, 12 1/2"" LG, ASTM A216 GR WPB",Check Valve,CS300,"3""",6-P-1042,Swing,"SKEY=VCFL,TYPE=VALVE",,FL,0,RF,ASME B16.5,,in,3,8088.5,925.362,38.679,300,,New,,,,,,,,?-?,,SHOP,,34355,,3.5,,,,,,,,,,40.429,36.929,12.5,Inline,Continuous,Check,True,,,,,,,,,,,
,"Gate Valve, Double Disc, 300 LB, RF, ASME B16.10, ASTM A 351 Gr CF8M, Hand Wheel",ASME B16.10,,CS,ASTM A 351 Gr CF8M,"GATE VALVE, DOUBLE DISC, 10"" ND, 300 LB, RF, ASME B16.10, 18"" LG, ASTM A 351 GR CF8M, HAND WHEEL, H=49"", W=23 13/25""",Gate Valve,CS300,"10""",6-P-1004,Double Disc,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,10,8260.2855,1518,671.626414,300,,New,,,,,,,P,?-?,,SHOP,,34420,,10.75,,,,,,,,,,677.001414,666.251414,18,Inline,Continuous,Gate,False,,Manual,HandWheel,49,23.52,,,,,,
,"Butterfly Valve, Offset, 300 LB, WFR, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Lever",ASME B16.10,,CS,ASTM A216 Gr WPB,"BUTTERFLY VALVE, OFFSET, 4"" ND, 300 LB, WFR, RF, ASME B16.10, 2 3/25"" LG, ASTM A216 GR WPB, HAND LEVER, H=6 3/4"", W=10 1/2""",Butterfly Valve,CS300,"4""",6-P-1041,Offset,"SKEY=VYFL,TYPE=VALVE",,WF,0,RF,ASME B16.5,,in,4,7560.875,1027,324.405496,300,,New,,,,,,,,?-?,,SHOP,,34569,,4.5,,,,,,,,,,326.655496,322.155496,2.12,Inline,Continuous,Butterfly,False,,Manual,HandLever,6.75,10.5,,,,,,
,"Globe Valve, 150 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GLOBE VALVE, 3"" ND, 150 LB, RF, ASME B16.10, 8"" LG, ASTM A216 GR WPB, HAND WHEEL, H=18 3/4"", W=11 3/4""",Globe Valve,CS150,"3""",6-P-1051,,"SKEY=VGFL,TYPE=VALVE",,FL,,RF,,,in,3,7858,857.7025,69.131313,150,,New,,,,,,,,?-?,,SHOP,,34612,,3.5,,,,,,,,,,70.881313,67.381313,8,Inline,Continuous,Globe,False,,Manual,HandWheel,18.75,11.75,,,,,,
,"Ball Valve, Long Pattern, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Lever",ASME B16.10,,CS,ASTM A216 Gr WPB,"BALL VALVE, LONG PATTERN, 4"" ND, 300 LB, RF, ASME B16.10, 12"" LG, ASTM A216 GR WPB, HAND LEVER, H=5 69/100"", W=10 1/2""",Ball Valve,CS300,"4""",6-P-1005,Long Pattern,"SKEY=VBFL,TYPE=VALVE",,FL,,RF,,,in,4,8278.75,2001,967.979998,300,,New,,,,,,,P,?-?,,SHOP,,34695,,4.5,,,,,,,,,,970.229998,965.729998,12,Inline,Continuous,Ball,False,,Manual,HandLever,5.69,10.5,,,,,,
,"Globe Valve, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GLOBE VALVE, 4"" ND, 300 LB, RF, ASME B16.10, 14"" LG, ASTM A216 GR WPB, HAND WHEEL, H=23 1/2"", W=15 3/4""",Globe Valve,CS300,"4""",6-P-1031,,"SKEY=VGFL,TYPE=VALVE",,FL,0,RF,,,in,4,8026.941125,872.999674,339.753412,300,,New,,,,,,,,?-?,,SHOP,,34753,,4.5,,,,,,,,,,342.003412,337.503412,14,Inline,Continuous,Globe,False,,Manual,HandWheel,23.5,15.75,,,,,,
,"Check Valve, Swing, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB",ASME B16.10,,CS,ASTM A216 Gr WPB,"CHECK VALVE, SWING, 3"" ND, 300 LB, RF, ASME B16.10, 12 1/2"" LG, ASTM A216 GR WPB",Check Valve,CS300,"3""",6-P-1041,Swing,"SKEY=VCFL,TYPE=VALVE",,FL,0,RF,ASME B16.5,,in,3,7669.5,1096.9375,38.679,300,,New,,,,,,,,?-?,,SHOP,,34853,,3.5,,,,,,,,,,40.429,36.929,12.5,Inline,Continuous,Check,True,,,,,,,,,,,
,"Butterfly Valve, Offset, 300 LB, WFR, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Lever",ASME B16.10,,CS,ASTM A216 Gr WPB,"BUTTERFLY VALVE, OFFSET, 4"" ND, 300 LB, WFR, RF, ASME B16.10, 2 3/25"" LG, ASTM A216 GR WPB, HAND LEVER, H=6 3/4"", W=10 1/2""",Butterfly Valve,CS300,"4""",6-P-1026,Offset,"SKEY=VYFL,TYPE=VALVE",,WF,0,RF,ASME B16.5,,in,4,7384,387.015,585.9055,300,,New,,,,,,,,?-?,,SHOP,,34870,,4.5,,,,,,,,,,588.1555,583.6555,2.12,Inline,Continuous,Butterfly,False,,Manual,HandLever,6.75,10.5,,,,,,
,"Gate Valve, Double Disc, 300 LB, RF, ASME B16.10, ASTM A 351 Gr CF8M, Hand Wheel",ASME B16.10,,CS,ASTM A 351 Gr CF8M,"GATE VALVE, DOUBLE DISC, 10"" ND, 300 LB, RF, ASME B16.10, 18"" LG, ASTM A 351 GR CF8M, HAND WHEEL, H=49"", W=23 13/25""",Gate Valve,CS300,"10""",6-P-1004,Double Disc,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,10,8241.695993,1537.124993,68.6525,300,,New,,,,,,,P,?-?,,SHOP,,34956,,10.75,,,,,,,,,,74.0275,63.2775,18,Inline,Continuous,Gate,False,,Manual,HandWheel,49,23.52,,,,,,
6-1002,CP IMPERIAL Valve,,,,,CP IMPERIAL Valve,Valve,CustomParts Imperial,"8""",6-P-1004,,"SKEY=CVFL,TYPE=INSTRUMENT",,FL,,RF,,,in,8,8210.525915,1537.124993,22.9335,300,,New,,,,,,,P,CV-6-1002,,SHOP,,35017,,8.625,,,,,,,,,,27.246,18.621,43.125,Inline,,,False,False,,,,,,,,,,CV
,"Gate Valve, Solid Wedge, 300 LB, RF, ASME B16.10, ASTM A216 Gr WPB, Hand Wheel",ASME B16.10,,CS,ASTM A216 Gr WPB,"GATE VALVE, SOLID WEDGE, 4"" ND, 300 LB, RF, ASME B16.10, 12"" LG, ASTM A216 GR WPB, HAND WHEEL, H=27"", W=15 3/4""",Gate Valve,CS300,"4""",6-P-1008,Solid Wedge,"SKEY=VTFL,TYPE=VALVE",,FL,0,RF,,,in,4,8377.5,1019.5,40.439,300,,New,,,,,,,P,?-?,,SHOP,,35050,,4.5,,,,,,,,,,42.689,38.189,12,Inline,Continuous,Gate,False,,Manual,HandWheel,27,15.75,,,,,,
